CODICE;Geo Point;Geo Shape
14349;44.540391466496814, 11.377058572826307;"{""coordinates"": [11.377058572826307, 44.540391466496814], ""type"": ""Point""}"
14351;44.531411654371055, 11.368231126662547;"{""coordinates"": [11.368231126662547, 44.531411654371055], ""type"": ""Point""}"
14352;44.53653022791641, 11.384526406606755;"{""coordinates"": [11.384526406606755, 44.53653022791641], ""type"": ""Point""}"
11205;44.539408908372884, 11.381455684416908;"{""coordinates"": [11.381455684416908, 44.539408908372884], ""type"": ""Point""}"
14353;44.522358466240824, 11.243916802658989;"{""coordinates"": [11.243916802658989, 44.522358466240824], ""type"": ""Point""}"
15253;44.5235460110547, 11.244560685666617;"{""coordinates"": [11.244560685666617, 44.5235460110547], ""type"": ""Point""}"
14355;44.50998654673518, 11.241999591072071;"{""coordinates"": [11.241999591072071, 44.50998654673518], ""type"": ""Point""}"
14356;44.50969546788629, 11.2414397495316;"{""coordinates"": [11.2414397495316, 44.50969546788629], ""type"": ""Point""}"
14357;44.50847606958056, 11.252124522993373;"{""coordinates"": [11.252124522993373, 44.50847606958056], ""type"": ""Point""}"
6610;44.4945516224695, 11.36710424955669;"{""coordinates"": [11.36710424955669, 44.4945516224695], ""type"": ""Point""}"
6611;44.495439184096796, 11.366968060545709;"{""coordinates"": [11.366968060545709, 44.495439184096796], ""type"": ""Point""}"
6621;44.49253540617806, 11.375310015456972;"{""coordinates"": [11.375310015456972, 44.49253540617806], ""type"": ""Point""}"
6293;44.49670003526375, 11.376545352038113;"{""coordinates"": [11.376545352038113, 44.49670003526375], ""type"": ""Point""}"
6555;44.493380986584604, 11.374118897015743;"{""coordinates"": [11.374118897015743, 44.493380986584604], ""type"": ""Point""}"
15993;44.46434592629697, 11.342639317622714;"{""coordinates"": [11.342639317622714, 44.46434592629697], ""type"": ""Point""}"
6645;44.46443296104918, 11.379937713564212;"{""coordinates"": [11.379937713564212, 44.46443296104918], ""type"": ""Point""}"
6646;44.464805235703565, 11.378625593340923;"{""coordinates"": [11.378625593340923, 44.464805235703565], ""type"": ""Point""}"
6649;44.46488877119559, 11.381562128036027;"{""coordinates"": [11.381562128036027, 44.46488877119559], ""type"": ""Point""}"
6662;44.46590290862957, 11.377292704151298;"{""coordinates"": [11.377292704151298, 44.46590290862957], ""type"": ""Point""}"
6651;44.46718035631339, 11.379911209052784;"{""coordinates"": [11.379911209052784, 44.46718035631339], ""type"": ""Point""}"
6652;44.4677050111655, 11.380400814747954;"{""coordinates"": [11.380400814747954, 44.4677050111655], ""type"": ""Point""}"
6653;44.4695054343039, 11.380058030664848;"{""coordinates"": [11.380058030664848, 44.4695054343039], ""type"": ""Point""}"
6669;44.46977279916626, 11.38340780614979;"{""coordinates"": [11.38340780614979, 44.46977279916626], ""type"": ""Point""}"
6666;44.46821966982835, 11.382156556693792;"{""coordinates"": [11.382156556693792, 44.46821966982835], ""type"": ""Point""}"
6654;44.46888028067721, 11.381283708374818;"{""coordinates"": [11.381283708374818, 44.46888028067721], ""type"": ""Point""}"
6670;44.46873614755868, 11.387520755102841;"{""coordinates"": [11.387520755102841, 44.46873614755868], ""type"": ""Point""}"
6677;44.46916404293327, 11.38884090746566;"{""coordinates"": [11.38884090746566, 44.46916404293327], ""type"": ""Point""}"
6675;44.4685433223141, 11.388550482239951;"{""coordinates"": [11.388550482239951, 44.4685433223141], ""type"": ""Point""}"
5703;44.4620652824897, 11.377445208369616;"{""coordinates"": [11.377445208369616, 44.4620652824897], ""type"": ""Point""}"
14137;44.49974777069571, 11.338853130780922;"{""coordinates"": [11.338853130780922, 44.49974777069571], ""type"": ""Point""}"
10196;44.50100781771922, 11.333002690042159;"{""coordinates"": [11.333002690042159, 44.50100781771922], ""type"": ""Point""}"
10197;44.501970663095335, 11.33494305939588;"{""coordinates"": [11.33494305939588, 44.501970663095335], ""type"": ""Point""}"
10205;44.50101362308339, 11.336850836097765;"{""coordinates"": [11.336850836097765, 44.50101362308339], ""type"": ""Point""}"
10208;44.502657368087725, 11.337634777162434;"{""coordinates"": [11.337634777162434, 44.502657368087725], ""type"": ""Point""}"
10192;44.50004321562322, 11.339824948735856;"{""coordinates"": [11.339824948735856, 44.50004321562322], ""type"": ""Point""}"
10209;44.501431304488676, 11.339621166606802;"{""coordinates"": [11.339621166606802, 44.501431304488676], ""type"": ""Point""}"
10207;44.50224525405524, 11.339527617681343;"{""coordinates"": [11.339527617681343, 44.50224525405524], ""type"": ""Point""}"
10214;44.505244959622246, 11.329150934407165;"{""coordinates"": [11.329150934407165, 44.505244959622246], ""type"": ""Point""}"
10213;44.50386698972632, 11.330946472338224;"{""coordinates"": [11.330946472338224, 44.50386698972632], ""type"": ""Point""}"
10212;44.50490454342894, 11.331277642008095;"{""coordinates"": [11.331277642008095, 44.50490454342894], ""type"": ""Point""}"
10219;44.50501494756035, 11.330582088757891;"{""coordinates"": [11.330582088757891, 44.50501494756035], ""type"": ""Point""}"
10217;44.505575692038626, 11.334250070378028;"{""coordinates"": [11.334250070378028, 44.505575692038626], ""type"": ""Point""}"
14468;44.51109009699939, 11.288180728810435;"{""coordinates"": [11.288180728810435, 44.51109009699939], ""type"": ""Point""}"
14470;44.50826840968868, 11.284828767075917;"{""coordinates"": [11.284828767075917, 44.50826840968868], ""type"": ""Point""}"
14472;44.51169141169398, 11.291027940998832;"{""coordinates"": [11.291027940998832, 44.51169141169398], ""type"": ""Point""}"
14477;44.514890720151975, 11.293174512908879;"{""coordinates"": [11.293174512908879, 44.514890720151975], ""type"": ""Point""}"
14478;44.513443614138396, 11.292719485530883;"{""coordinates"": [11.292719485530883, 44.513443614138396], ""type"": ""Point""}"
14481;44.511574548737194, 11.291608351970947;"{""coordinates"": [11.291608351970947, 44.511574548737194], ""type"": ""Point""}"
14485;44.520049347593265, 11.296643326804288;"{""coordinates"": [11.296643326804288, 44.520049347593265], ""type"": ""Point""}"
14487;44.51087465930809, 11.296815012588382;"{""coordinates"": [11.296815012588382, 44.51087465930809], ""type"": ""Point""}"
14493;44.52374885591416, 11.324315924589518;"{""coordinates"": [11.324315924589518, 44.52374885591416], ""type"": ""Point""}"
14495;44.521978271661936, 11.323220434143416;"{""coordinates"": [11.323220434143416, 44.521978271661936], ""type"": ""Point""}"
14499;44.5188146014577, 11.328766712484285;"{""coordinates"": [11.328766712484285, 44.5188146014577], ""type"": ""Point""}"
14501;44.518124180815285, 11.330853377520164;"{""coordinates"": [11.330853377520164, 44.518124180815285], ""type"": ""Point""}"
14500;44.518344743903036, 11.330196762896495;"{""coordinates"": [11.330196762896495, 44.518344743903036], ""type"": ""Point""}"
14503;44.51601630946264, 11.331280317965712;"{""coordinates"": [11.331280317965712, 44.51601630946264], ""type"": ""Point""}"
15221;44.5183533834852, 11.330913454907996;"{""coordinates"": [11.330913454907996, 44.5183533834852], ""type"": ""Point""}"
14509;44.51905698258647, 11.33019271415188;"{""coordinates"": [11.33019271415188, 44.51905698258647], ""type"": ""Point""}"
10416;44.513948803080886, 11.345324605385638;"{""coordinates"": [11.345324605385638, 44.513948803080886], ""type"": ""Point""}"
10424;44.51521052273339, 11.342273248255411;"{""coordinates"": [11.342273248255411, 44.51521052273339], ""type"": ""Point""}"
10421;44.514427428155685, 11.34214635373598;"{""coordinates"": [11.34214635373598, 44.514427428155685], ""type"": ""Point""}"
10430;44.51264588386914, 11.347039719574083;"{""coordinates"": [11.347039719574083, 44.51264588386914], ""type"": ""Point""}"
14402;44.51695734212206, 11.276493950737756;"{""coordinates"": [11.276493950737756, 44.51695734212206], ""type"": ""Point""}"
14409;44.518094896787176, 11.275134264579501;"{""coordinates"": [11.275134264579501, 44.518094896787176], ""type"": ""Point""}"
14413;44.526722627418465, 11.275525568854418;"{""coordinates"": [11.275525568854418, 44.526722627418465], ""type"": ""Point""}"
14419;44.5199817989165, 11.278699426241445;"{""coordinates"": [11.278699426241445, 44.5199817989165], ""type"": ""Point""}"
14424;44.519587060677175, 11.278239512925468;"{""coordinates"": [11.278239512925468, 44.519587060677175], ""type"": ""Point""}"
14426;44.520652901817066, 11.278174489781637;"{""coordinates"": [11.278174489781637, 44.520652901817066], ""type"": ""Point""}"
14429;44.51110559721286, 11.280703587393202;"{""coordinates"": [11.280703587393202, 44.51110559721286], ""type"": ""Point""}"
14300;44.527632220178, 11.336860872007664;"{""coordinates"": [11.336860872007664, 44.527632220178], ""type"": ""Point""}"
14458;44.51061590302978, 11.290503439929637;"{""coordinates"": [11.290503439929637, 44.51061590302978], ""type"": ""Point""}"
14460;44.51144004768001, 11.28816846086535;"{""coordinates"": [11.28816846086535, 44.51144004768001], ""type"": ""Point""}"
14463;44.51064036478902, 11.287506026196322;"{""coordinates"": [11.287506026196322, 44.51064036478902], ""type"": ""Point""}"
8777;44.503264415341384, 11.31283972046191;"{""coordinates"": [11.31283972046191, 44.503264415341384], ""type"": ""Point""}"
8783;44.502845698861435, 11.314020802955074;"{""coordinates"": [11.314020802955074, 44.502845698861435], ""type"": ""Point""}"
8779;44.500478424935146, 11.308919009542166;"{""coordinates"": [11.308919009542166, 44.500478424935146], ""type"": ""Point""}"
8778;44.499984955182875, 11.310568060794363;"{""coordinates"": [11.310568060794363, 44.499984955182875], ""type"": ""Point""}"
8790;44.50363202678588, 11.309250205668915;"{""coordinates"": [11.309250205668915, 44.50363202678588], ""type"": ""Point""}"
8801;44.50579892001337, 11.301782936779311;"{""coordinates"": [11.301782936779311, 44.50579892001337], ""type"": ""Point""}"
8757;44.5041162383802, 11.30182630673838;"{""coordinates"": [11.30182630673838, 44.5041162383802], ""type"": ""Point""}"
8660;44.50670319568925, 11.303335100382867;"{""coordinates"": [11.303335100382867, 44.50670319568925], ""type"": ""Point""}"
8807;44.50523312399709, 11.310311449995147;"{""coordinates"": [11.310311449995147, 44.50523312399709], ""type"": ""Point""}"
15487;44.50478917025558, 11.334914480609237;"{""coordinates"": [11.334914480609237, 44.50478917025558], ""type"": ""Point""}"
16248;44.48544020472795, 11.31590698333972;"{""coordinates"": [11.31590698333972, 44.48544020472795], ""type"": ""Point""}"
8879;44.51935486341047, 11.276345205988797;"{""coordinates"": [11.276345205988797, 44.51935486341047], ""type"": ""Point""}"
8559;44.521265181361244, 11.276278278841408;"{""coordinates"": [11.276278278841408, 44.521265181361244], ""type"": ""Point""}"
8881;44.521236757838544, 11.277645524021317;"{""coordinates"": [11.277645524021317, 44.521236757838544], ""type"": ""Point""}"
16058;44.518848025221914, 11.277326188295708;"{""coordinates"": [11.277326188295708, 44.518848025221914], ""type"": ""Point""}"
8903;44.52029399958355, 11.294406736318464;"{""coordinates"": [11.294406736318464, 44.52029399958355], ""type"": ""Point""}"
8893;44.51924722758244, 11.296721246797897;"{""coordinates"": [11.296721246797897, 44.51924722758244], ""type"": ""Point""}"
8911;44.518587248218154, 11.297665729181615;"{""coordinates"": [11.297665729181615, 44.518587248218154], ""type"": ""Point""}"
10927;44.50045280690848, 11.41013334405276;"{""coordinates"": [11.41013334405276, 44.50045280690848], ""type"": ""Point""}"
10860;44.50247431841147, 11.403635314238967;"{""coordinates"": [11.403635314238967, 44.50247431841147], ""type"": ""Point""}"
10934;44.5037016355367, 11.412503694136282;"{""coordinates"": [11.412503694136282, 44.5037016355367], ""type"": ""Point""}"
10931;44.50432566954546, 11.412529521461975;"{""coordinates"": [11.412529521461975, 44.50432566954546], ""type"": ""Point""}"
10928;44.50161235492127, 11.419117129009551;"{""coordinates"": [11.419117129009551, 44.50161235492127], ""type"": ""Point""}"
15673;44.50192743495798, 11.414652242867216;"{""coordinates"": [11.414652242867216, 44.50192743495798], ""type"": ""Point""}"
15658;44.5064296514578, 11.413831644754708;"{""coordinates"": [11.413831644754708, 44.5064296514578], ""type"": ""Point""}"
10961;44.50172770630084, 11.419520157227161;"{""coordinates"": [11.419520157227161, 44.50172770630084], ""type"": ""Point""}"
10955;44.50242841321208, 11.419980033620089;"{""coordinates"": [11.419980033620089, 44.50242841321208], ""type"": ""Point""}"
15909;44.5030775868001, 11.420391118208993;"{""coordinates"": [11.420391118208993, 44.5030775868001], ""type"": ""Point""}"
10963;44.5006024761612, 11.425131049804468;"{""coordinates"": [11.425131049804468, 44.5006024761612], ""type"": ""Point""}"
10967;44.51283846335859, 11.41348890282405;"{""coordinates"": [11.41348890282405, 44.51283846335859], ""type"": ""Point""}"
10977;44.506713571034425, 11.422478562246559;"{""coordinates"": [11.422478562246559, 44.506713571034425], ""type"": ""Point""}"
10966;44.512936341189715, 11.419815349794577;"{""coordinates"": [11.419815349794577, 44.512936341189715], ""type"": ""Point""}"
10921;44.50595389873191, 11.418254039013547;"{""coordinates"": [11.418254039013547, 44.50595389873191], ""type"": ""Point""}"
15683;44.50022775622864, 11.4135728632364;"{""coordinates"": [11.4135728632364, 44.50022775622864], ""type"": ""Point""}"
13785;44.52207485326965, 11.320784364757323;"{""coordinates"": [11.320784364757323, 44.52207485326965], ""type"": ""Point""}"
13782;44.526852100363165, 11.316901188414366;"{""coordinates"": [11.316901188414366, 44.526852100363165], ""type"": ""Point""}"
13783;44.52635807000914, 11.317265647420397;"{""coordinates"": [11.317265647420397, 44.52635807000914], ""type"": ""Point""}"
13797;44.52275837310474, 11.331512728806318;"{""coordinates"": [11.331512728806318, 44.52275837310474], ""type"": ""Point""}"
13798;44.52357193744858, 11.332349404509698;"{""coordinates"": [11.332349404509698, 44.52357193744858], ""type"": ""Point""}"
13805;44.51276118050443, 11.345383122982792;"{""coordinates"": [11.345383122982792, 44.51276118050443], ""type"": ""Point""}"
13806;44.51290513594285, 11.344317920148612;"{""coordinates"": [11.344317920148612, 44.51290513594285], ""type"": ""Point""}"
13821;44.51559808269474, 11.349287078476527;"{""coordinates"": [11.349287078476527, 44.51559808269474], ""type"": ""Point""}"
15938;44.550875159081734, 11.356729704779612;"{""coordinates"": [11.356729704779612, 44.550875159081734], ""type"": ""Point""}"
9029;44.54263719989653, 11.289426875465074;"{""coordinates"": [11.289426875465074, 44.54263719989653], ""type"": ""Point""}"
8981;44.55574401277983, 11.25119613060442;"{""coordinates"": [11.25119613060442, 44.55574401277983], ""type"": ""Point""}"
64;44.497480276639095, 11.329567233454704;"{""coordinates"": [11.329567233454704, 44.497480276639095], ""type"": ""Point""}"
14143;44.49740233405866, 11.328773386216339;"{""coordinates"": [11.328773386216339, 44.49740233405866], ""type"": ""Point""}"
14144;44.49780973010623, 11.329760252977094;"{""coordinates"": [11.329760252977094, 44.49780973010623], ""type"": ""Point""}"
14146;44.49668034663408, 11.330395832418498;"{""coordinates"": [11.330395832418498, 44.49668034663408], ""type"": ""Point""}"
14147;44.49690371635834, 11.331782892161055;"{""coordinates"": [11.331782892161055, 44.49690371635834], ""type"": ""Point""}"
14148;44.49654211712214, 11.330812279209916;"{""coordinates"": [11.330812279209916, 44.49654211712214], ""type"": ""Point""}"
14155;44.49181872029525, 11.336993217585766;"{""coordinates"": [11.336993217585766, 44.49181872029525], ""type"": ""Point""}"
